Index,A,Label
10104,work 4 - close,8
10105,@Valholla that's sad  what kind of mess are you getting into this weekend?,10
10106,"Hanging with my BFF @JasmineWHO today! Ya Ya! @amandababby Our old friend is in my prayers, I hope this experience helps her",5
10107,Can anyone eat a Hot Pocket and be completely satisfied?? Not me.,7
10108,@GeneralTekno I won't be getting any ROTF toys 'till MUCH later.  Tell me if anybody isn't/is worth getting.,10
10109,Friday night is never as fun as it should be when you have work on Saturday morning,10
10110,@Jonasbrothers come on guys.. you shouldn't promote here :| it's kinda disappointing. Twitter's for UPDATES,12
10111,@dfizzy you're so lucky. we have 6 weeks until summer,10
10112,@princeofcode Sorry we couldn't get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live,9
10113,Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today,8
10114,No Yonkers news posts until June 2 because the newspaper furloughed me,8
10115,"@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though.",8
10116,My teratoma has a cavity and is experiencing male-pattern baldness,8
10117,"@ShadoWingh I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!",11
10118,Im sad...there's a for sale sign in front of my house!!,10
10119,"gor i am soo bored, man i don't think i could get any more bored",1
10120,"Just got back in, and I'm absolutely exhausted, have to be up in 5 hours for work",12
10121,"Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me.",11
10122,"I am sick, very sick, sore throat and flu",12
10123,A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...,10
10124,New picture isn't working,12
10125,@CourtneyREADs lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua,12
10126,I feel like I have to throw up.,1
10127,@omar10points haha calm down. Youll get ur shades. I'm still sick tho. So I'll prolly knockout after,7
10128,Spilled chocolate milk in my car,8
10129,@PBsAlienGirl  Happy Belated birthday hun!! My net broke  This is the first chance i've had to get online! Luff Yooooooo xxxxxxxx,8
10130,"@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,",5
10131,i feel so bad when the kid is sick,10
10132,melissa_leah: my car wont start.......,10
10133,@cacaubrazil that's not great  guy related??,10
10134,I dont know what to have for lunch today and its so darn cold today,8
10135,@Impala_Guy Hello - iï¿½m back  Hope that happens not occasionally as on wednesday,10
10136,"@brianjking If the drive is automatically ejecting supported discs (ie CD-R), and you can't boot from a disc, it's time for AppleCare",8
10137,@danisometimes  sadness. you could hang out with me and feel less apathetic.,10
10138,still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!,12
10139,I'm at the cubs game and it is so cold. I think its going to rain.,5
10140,Getting AxKit running on Ubuntu 8.04 is making my head explode.,6
10141,"I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier",8
10142,Red Rock for lunch with Colin. @JKearl and @euphor couldn't come.  IPA Junior freshly made! Yum yum yum.,8
10143,Mean people suck.,10
10144,@ebassman I just got two tickets one for speeding and one for tinted windows,5
10145,"we need to have a haters ball today like on dave chappelle,,,,, man I miss those days on comedy central the new episodes",10
10146,@BonesNeko_UK That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff,8
10147,This is beyond terrible...my friends 18 yr old daughter jumped off the skyway bridge this morning. She was a beautiful girl...such a loss,12
10148,almost got in a giant car accident on the 101,9
10149,"two rooms packed and cleaned, three to go",8
10150,i hateeeeeeeeee telemarketers!!!!! gotten about 10 phone calls today from them and its only 3 in the afternoon!!,6
10151,@japanimated I miss you too,10
10152,Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?,12
10153,I'll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...,12
10154,I have so much stuff in my car that I can just feel my MPG going in the toilet.,12
10155,@Spacerbunny oh that sucks!!!  Thank God for your laptop!!,10
10156,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",5
10157,@MikeyUnderwood so no rice or crusty bread with the chili .... aawww,10
10158,@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth,11
10159,@euginis did you have fun last night? we didn't see you.,5
10160,@Totally_Toni   i'm having one of those days today also,10
10161,"@Kngston someone i work with today told me that if i took a &quot;real age&quot; test, it would tell me i'm 45",12
10162,sitting at home doing nothing. gonna be like this all weekend,9
10163,...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!,6
10164,"Sometimes games are cruel because they're not real... like last night when I won $128,600 on Wheel of Fortune",11
10165,slept with my eye open again- hurts like hell... wish I could find the eye lube stuff to make it feel better....,10
10166,Sad because A Skylit Drive's new songs don't sound as good as I had hoped.,11
10167,"@chezpim they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets",6
10168,I'm suppose to get up to go find sumthin to wear tomorrow but I can't get up,10
10169,"Getting my butt kicked by this project  I have the idea, but can't get it perfect.",9
10170,my tree tipped over in the lawn,8
10171,u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.,10
10172,Lost my keys  now i'm waiting for my dad in d'iberville. Phail. Also fml,12
10173,@AbelPetSupply LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!,8
10174,"@qdakid Q, i dont get love anymore  ?",10
10175,Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts. &lt;3,6
10176,"@SportsDivaTiffy Hey, did his wife die? I am really confused. I hadn't been on his MySpace in a little while, but I just read his Twit.",12
10177,"Its so sunny outside, and I have no one to go out and play with",12
10178,@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx,8
10179,still waiting,8
10180,@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.,3
10181,@Cherryadestains It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. xx,10
10182,"@Yasmine32068 LOL I do too.... I can't take him back, I lost my receipt!",11
10183,"in computer class, photo booth doesn't  work",8
10184,fml. forgot alli's dance recital is tonight. now i'm stuck talking to munchkins all night instead of being at devon's bonfire. :/,1
10185,going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo,3
10186,"@MelissaPan awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history",10
10187,I didn't find my dress,12
10188,"Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  @JennOrtigoza",10
10189,George is sad because he can't go for a car ride with his dad  http://apps.facebook.com/dogbook/profile/view/6877274,10
10190,sick  and HAPPY 13th Amanda,10
10191,"@MelissaPan aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history",4
10192,When am i getting a yearbook?  today was strange,8
10193,Why is it so dark outside?,11
10194,@SuprnaturlShana he not getting off early?,8
10195,"mmm, pizza for dinner. yum. but i burnt my mouth though ..",7
10196,My Respect For Travis Clark Has Gone Down 7.5 Notches,3
10197,anyone have tickets to the mtv movie awards? some guy scammed me,6
10198,"despertando megadespistado, me ire a la u y luego full fin de semana on the beach, saldrï¿½ en wild on!",12
10199,"@tatrtalk I wanted to, but I sadly work today.  Normally, I don't work Fridays, either.",10
10200,Willie is pouting because Grandma didn't put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293,10
10201,@twinnadryl   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn't even go out here. i was home all weekend.  nyt life sux here,8
10202,"Just sneezed three times in quick succession. But three is not four, so no record.",8
10203,@Xaan I'm having trouble viewing it as well on you tube for some reason,12
10204,continuo tentando trocar o background do twitter...over capacity!,8
10205,I want some cheese fries from fontanas.,8
10206,Done at the spa   now meeting vic for some late lunch!,8
10207,Bought it.  Now I have to wait 2-3 weeks.   Boo.,12
10208,So tired n sick-what the fuck is wrong w me,10
10209,This weekend. I will be in dallas so no kandy koated around the H,9
10210,@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.,11
10211,is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM,10
10212,"@bardicus i gotta say, i'm a little jealous",1
10213,@MajorSpoilers majorspoilers.com has problems - cannot get the site working,10
10214,"oh god they're breaking down so much plaster what are they doing in there  i like walls, thanks!",12
10215,@haikubirdie If only  I may make one out of dental floss later.,3
10216,@pollybowles don't say that - I really miss my red Porsche (sold it 2 yrs ago),10
10217,"just played like, 5 games of dota hahaha. I wanna go home",10
10218,On my way to get the crate and Bella Dolce!!!! Sad cuz @livingdeaderin is going tto Richmond,10
10219,@PrinceTerrence TERRY TERRY TERRY!! i miss you,10
10220,"Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday",12
10221,@lancearmstrong any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!,10
10222,@jasonridge1 you're in harlem? where? im so jealous right now! i miss living in nyc!,12
10223,Just had some babi pangang. Now off to friends. Tomorrow it's working time again,5
10224,@mileycyrus i voted and i couldnt,12
10225,@brendaelizabeth yeah... I suppose,8
10226,The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY,9
10227,is all alone for the evening!,8
10228,@mtupyro - don't feel bad. I got a foad for a promotion here too.,10
10229,Sheesh my meds make me feel like I'm at the bottom of the ocean...and I have to go back to work today  Be sad with me...,12
10230,"It's a sad day, found the first scratch on my car.",12
